instancia,artista,t_lineal,t_binaria
95,Artista_491,0.421875,0.0
95,Artista_654,0.46875,0.0
96,Artista_0,0.203125,0.0
96,Artista_163,0.265625,0.0
96,Artista_327,0.234375,0.0
96,Artista_491,0.25,0.0
96,Artista_654,0.28125,0.0
97,Artista_0,0.203125,0.015625
97,Artista_163,0.265625,0.0
97,Artista_327,0.3125,0.0
97,Artista_491,0.3125,0.0
97,Artista_654,0.359375,0.0
98,Artista_0,0.171875,0.0
98,Artista_163,0.359375,0.0
98,Artista_327,0.265625,0.0
98,Artista_491,0.265625,0.0
98,Artista_654,0.3125,0.0
99,Artista_0,0.1875,0.0
99,Artista_163,0.234375,0.0
99,Artista_327,0.21875,0.0
99,Artista_491,0.21875,0.0
99,Artista_654,0.234375,0.015625
